trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
211,False,"{'a': 0.005, 'e': 0.4932277302099105}",20,6,-34.43515988509895,"{0: 9, 1: 2, 2: 2, 3: 1, 4: 0}",1
212,False,"{'a': 0.005, 'e': 0.48887208186052755}",30,0,-112.22542281186603,"{0: 22, 1: 1, 2: 4, 3: 1, 4: 2}",0
213,False,"{'a': 0.005, 'e': 0.4845042117345603}",20,6,-8.406958412572026,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
214,False,"{'a': 0.005, 'e': 0.48012422902853413}",25,0,-111.09627053878445,"{0: 16, 1: 2, 2: 3, 3: 3, 4: 1}",0
215,False,"{'a': 0.005, 'e': 0.4757322432417888}",35,2,-100.25532917170338,"{0: 21, 1: 4, 2: 7, 3: 0, 4: 1}",1
216,False,"{'a': 0.005, 'e': 0.47132836417373997}",20,9,-31.16256658124655,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
217,False,"{'a': 0.005, 'e': 0.4669127019211353}",20,11,8.012031110729984,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
218,False,"{'a': 0.005, 'e': 0.4624853668753008}",35,9,-61.636707417816226,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 1}",1
219,False,"{'a': 0.005, 'e': 0.45804646971938234}",20,0,-109.02549755483173,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
220,False,"{'a': 0.005, 'e': 0.4535961214255773}",30,0,-34.944898749648644,"{0: 22, 1: 2, 2: 6, 3: 0, 4: 0}",0
221,False,"{'a': 0.005, 'e': 0.4491344332523616}",20,0,-54.6797117858136,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
222,False,"{'a': 0.005, 'e': 0.44466151674170673}",20,4,-41.49231231659497,"{0: 10, 1: 1, 2: 5, 3: 0, 4: 0}",1
223,False,"{'a': 0.005, 'e': 0.440177483716293}",25,18,14.15964716111222,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.005, 'e': 0.43568244627671204}",20,14,-0.044246701988281956,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
225,False,"{'a': 0.005, 'e': 0.4311765167986662}",20,13,15.381791797330884,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.005, 'e': 0.42665980793015723}",30,7,-47.234958624197475,"{0: 15, 1: 4, 2: 3, 3: 1, 4: 0}",1
227,False,"{'a': 0.005, 'e': 0.422132432588672}",20,0,-33.547625309183346,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
228,False,"{'a': 0.005, 'e': 0.41759450395835795}",30,14,-28.33919110526673,"{0: 13, 1: 0, 2: 1, 3: 2, 4: 0}",1
229,False,"{'a': 0.005, 'e': 0.4130461354871949}",20,10,6.226437411063151,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
230,False,"{'a': 0.005, 'e': 0.40848744088415717}",20,7,-10.534998685240721,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
231,False,"{'a': 0.005, 'e': 0.40391853411637296}",25,0,8.214067298707969,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
232,False,"{'a': 0.005, 'e': 0.3993395294062732}",25,3,-3.9277002843405575,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
233,False,"{'a': 0.005, 'e': 0.39475054122873704}",30,0,-15.457686999938398,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
234,False,"{'a': 0.005, 'e': 0.3901516843082303}",20,4,-14.150697891583118,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
235,False,"{'a': 0.005, 'e': 0.385543073615936}",25,9,-16.000173926783408,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 0}",1
236,False,"{'a': 0.005, 'e': 0.3809248243668818}",20,0,16.130799031612284,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
237,False,"{'a': 0.005, 'e': 0.3762970520170581}",30,19,-2.546646701237777,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
238,False,"{'a': 0.005, 'e': 0.371659872260533}",20,6,-43.39395009929491,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
239,False,"{'a': 0.005, 'e': 0.3670134010265584}",25,5,-25.940793938686692,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",1
240,False,"{'a': 0.005, 'e': 0.3623577544766736}",20,12,-4.698132497777178,"{0: 5, 1: 3, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.005, 'e': 0.3576930490017995}",30,17,5.133181617573308,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.005, 'e': 0.35301940121933034}",20,10,-8.962892490681059,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
243,False,"{'a': 0.005, 'e': 0.348336927970217}",20,11,14.666763063687641,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.005, 'e': 0.34364574631604705}",20,5,-101.89794742254217,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 2}",1
245,False,"{'a': 0.005, 'e': 0.3389459735361172}",20,0,8.56029172914441,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
246,False,"{'a': 0.005, 'e': 0.3342377271245026}",20,9,-68.71006734880018,"{0: 6, 1: 2, 2: 1, 3: 1, 4: 1}",1
247,False,"{'a': 0.005, 'e': 0.32952112478711787}",35,21,29.08278130804929,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.005, 'e': 0.32479628443877623}",20,6,-31.659693549680707,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 0}",1
249,False,"{'a': 0.005, 'e': 0.32006332420023986}",25,14,-29.00210247436582,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
250,False,"{'a': 0.005, 'e': 0.3153223623952687}",20,10,5.77495288174778,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
251,False,"{'a': 0.005, 'e': 0.3105735175476604}",20,0,-17.522389142309848,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
252,False,"{'a': 0.005, 'e': 0.3058169083782893}",20,14,10.878606625628342,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
